monthly_income,income_per_capita,family_size,num_dependents,age,employment_years,months_employed_last_2yrs,total_assets,total_liabilities,net_worth,credit_score,employment_status,housing_status,education_level,marital_status,nationality_group,has_disability,need_score,eligible,support_amount
11680.0,1946.67,6,1,29,24.9,21,314000.0,65700.0,248300.0,638,employed,rented,bachelor,single,resident,no,0.22178510119047612,0,0.0
11990.0,1712.86,7,5,22,21.7,14,264000.0,181700.0,82300.0,583,employed,family,diploma,married,citizen,no,0.470950630952381,1,8710.0
3470.0,1735.0,2,0,39,0.5,22,276000.0,107500.0,168500.0,677,student,owned,bachelor,divorced,citizen,no,0.3458375,1,2780.0
390.0,78.0,5,1,30,1.1,24,127100.0,25300.0,101800.0,745,student,family,high_school,married,resident,no,0.5889283333333333,1,10690.0
80.0,11.43,7,5,64,2.0,5,105300.0,57200.0,48100.0,582,unemployed,family,postgraduate,single,resident,yes,1.1874029345238097,1,15000.0
7070.0,1414.0,5,1,26,1.3,13,267900.0,7700.0,260200.0,738,self_employed,owned,bachelor,single,citizen,no,0.30818833333333334,0,0.0
2340.0,260.0,9,6,45,1.7,6,187000.0,103400.0,83600.0,634,unemployed,family,diploma,single,citizen,yes,1.150632857142857,1,15000.0
7910.0,1582.0,5,3,55,1.7,12,322800.0,241500.0,81300.0,584,retired,rented,high_school,single,citizen,no,0.5187842857142857,1,6820.0
8240.0,2060.0,4,1,25,6.9,22,338900.0,182500.0,156400.0,672,self_employed,owned,high_school,single,resident,no,0.2718433333333333,1,4290.0
9090.0,2272.5,4,1,23,15.8,21,524700.0,94600.0,430100.0,676,employed,rented,bachelor,married,citizen,no,0.11464208333333337,0,0.0
1600.0,266.67,6,2,45,0.7,3,211600.0,17400.0,194200.0,463,unemployed,government_housing,bachelor,married,resident,no,0.7755534345238095,1,12360.0
1000.0,166.67,6,0,61,1.8,13,133900.0,24500.0,109400.0,581,student,family,bachelor,married,citizen,no,0.5823881964285714,1,12370.0
14960.0,4986.67,3,1,21,0.3,9,522800.0,120900.0,401900.0,553,employed,owned,diploma,married,resident,no,-0.014403095238095215,0,0.0
9860.0,3286.67,3,1,21,28.1,24,378400.0,111100.0,267300.0,776,employed,owned,postgraduate,married,resident,no,0.05752795833333334,0,0.0
19610.0,6536.67,3,0,62,10.3,11,195600.0,36300.0,159300.0,459,employed,rented,diploma,widowed,resident,no,0.09088785714285716,0,0.0
28500.0,7125.0,4,1,48,25.7,19,346100.0,215300.0,130800.0,588,employed,family,high_school,married,resident,no,0.06048190476190476,0,0.0
1970.0,328.33,6,0,52,0.5,5,219300.0,137300.0,82000.0,677,unemployed,rented,bachelor,single,resident,no,0.6343628750000001,1,11970.0
28320.0,14160.0,2,0,33,28.0,11,521400.0,80100.0,441300.0,850,employed,rented,none,married,citizen,no,-0.116955,0,0.0
1810.0,452.5,4,2,35,1.9,23,55500.0,20700.0,34800.0,604,student,family,high_school,married,resident,no,0.6298661309523809,1,8040.0
710.0,142.0,5,1,42,0.6,5,69700.0,11000.0,58700.0,636,unemployed,family,bachelor,married,citizen,no,0.7048133333333333,1,10700.0
10370.0,2592.5,4,0,30,27.0,23,162200.0,69800.0,92400.0,545,employed,owned,high_school,married,resident,no,0.22350375000000006,0,0.0
2050.0,1025.0,2,0,40,2.0,1,200700.0,59900.0,140800.0,677,unemployed,family,diploma,married,resident,no,0.5354075,1,3780.0
2500.0,416.67,6,4,63,1.4,5,129000.0,40000.0,89000.0,637,unemployed,family,bachelor,single,citizen,yes,1.0627365297619047,1,12340.0
2370.0,1185.0,2,1,54,5.3,12,174800.0,107100.0,67700.0,583,self_employed,owned,diploma,married,citizen,no,0.43961154761904764,1,3470.0
7890.0,2630.0,3,2,60,5.6,18,316000.0,49500.0,266500.0,648,self_employed,government_housing,high_school,divorced,resident,no,0.20365952380952385,0,0.0
2080.0,520.0,4,1,43,1.6,5,175000.0,15400.0,159600.0,694,unemployed,family,diploma,married,citizen,no,0.6189733333333334,1,7890.0
28200.0,14100.0,2,1,56,25.5,18,929600.0,45500.0,884100.0,504,employed,rented,high_school,married,citizen,no,-0.1551730952380952,0,0.0
10180.0,3393.33,3,0,39,19.7,23,151900.0,84100.0,67800.0,830,employed,rented,high_school,widowed,citizen,no,0.082020375,0,0.0
10130.0,1447.14,7,6,48,16.0,19,440600.0,2000.0,438600.0,667,employed,family,bachelor,married,citizen,no,0.37118674999999995,1,9490.0
18280.0,6093.33,3,2,53,0.3,15,628100.0,40900.0,587200.0,511,employed,rented,bachelor,married,citizen,no,-0.02192476190476192,0,0.0
2060.0,686.67,3,0,58,1.6,4,48500.0,23200.0,25300.0,597,unemployed,family,high_school,single,citizen,no,0.6441803392857143,1,5940.0
8460.0,2820.0,3,2,62,26.9,11,114200.0,14300.0,99900.0,545,employed,rented,high_school,married,citizen,no,0.2619516666666667,0,0.0
440.0,73.33,6,3,25,0.0,2,10200.0,6200.0,4000.0,778,unemployed,family,none,single,resident,no,0.790350375,1,12970.0
14940.0,4980.0,3,2,56,10.8,22,280200.0,46600.0,233600.0,721,employed,rented,diploma,single,citizen,no,0.022406666666666658,0,0.0
1890.0,472.5,4,1,52,1.1,3,165400.0,129600.0,35800.0,601,unemployed,government_housing,diploma,married,resident,no,0.6956470833333334,1,8100.0
35120.0,8780.0,4,0,54,21.0,15,990500.0,304800.0,685700.0,602,self_employed,rented,none,single,resident,no,-0.13756642857142856,0,0.0
3120.0,1040.0,3,1,21,1.7,12,44900.0,20800.0,24100.0,666,student,family,high_school,single,resident,no,0.5078983333333333,1,5200.0
6760.0,1690.0,4,2,42,26.1,12,269800.0,88900.0,180900.0,555,retired,rented,bachelor,single,citizen,no,0.45501238095238095,1,5300.0
12410.0,2068.33,6,0,64,2.1,21,439600.0,137500.0,302100.0,746,employed,rented,diploma,married,resident,no,0.14907787500000003,0,0.0
750.0,93.75,8,1,61,1.8,0,115000.0,25900.0,89100.0,654,unemployed,government_housing,bachelor,single,resident,no,0.6916014583333333,1,15000.0
7660.0,2553.33,3,0,31,27.7,18,293100.0,131000.0,162100.0,681,employed,family,diploma,single,resident,no,0.14351537500000006,0,0.0
1120.0,1120.0,1,0,42,0.5,4,76100.0,22100.0,54000.0,690,unemployed,family,bachelor,married,resident,no,0.5551,1,2270.0
2150.0,430.0,5,1,59,1.5,1,149700.0,58500.0,91200.0,589,unemployed,family,bachelor,single,citizen,no,0.6878954761904762,1,9960.0
7080.0,786.67,9,1,62,7.1,12,397900.0,198200.0,199700.0,723,employed,rented,diploma,single,citizen,no,0.3624379583333333,1,15000.0
9200.0,1314.29,7,6,35,28.3,18,473300.0,15800.0,457500.0,673,employed,rented,postgraduate,married,citizen,yes,0.679517375,1,10420.0
16010.0,3202.0,5,3,57,14.2,11,645400.0,292500.0,352900.0,630,employed,rented,high_school,married,resident,no,0.11518857142857147,0,0.0
1060.0,265.0,4,0,58,1.3,5,209600.0,43600.0,166000.0,599,unemployed,rented,high_school,married,resident,no,0.641230357142857,1,8430.0
340.0,170.0,2,0,27,1.7,4,123900.0,11400.0,112500.0,573,unemployed,rented,bachelor,married,resident,no,0.6855,1,4860.0
16610.0,3322.0,5,4,22,23.3,11,674800.0,83100.0,591700.0,673,employed,rented,bachelor,married,resident,no,0.040013333333333345,0,0.0
12380.0,3095.0,4,3,23,18.6,23,247500.0,49500.0,198000.0,506,employed,owned,diploma,married,resident,no,0.2522982142857143,0,0.0
15820.0,5273.33,3,1,27,5.9,11,554600.0,282700.0,271900.0,576,employed,rented,high_school,married,resident,no,0.017954047619047633,0,0.0
11660.0,1665.71,7,1,54,21.5,13,368100.0,220800.0,147300.0,527,self_employed,rented,bachelor,single,citizen,no,0.38967167261904756,1,8750.0
5710.0,951.67,6,3,38,25.2,23,187600.0,24600.0,163000.0,778,employed,rented,high_school,married,citizen,no,0.42338712500000003,1,9780.0
17120.0,2853.33,6,4,51,9.3,9,322300.0,206200.0,116100.0,669,employed,family,none,single,citizen,no,0.25919870833333336,0,0.0
3160.0,632.0,5,2,25,20.7,12,209200.0,3200.0,206000.0,754,retired,government_housing,high_school,single,resident,no,0.5109666666666666,1,9190.0
9580.0,1197.5,8,4,48,19.3,23,426500.0,99700.0,326800.0,623,employed,government_housing,postgraduate,widowed,resident,no,0.3871631547619048,1,11790.0
690.0,98.57,7,3,54,0.1,3,118000.0,29100.0,88900.0,510,unemployed,owned,bachelor,single,resident,no,0.8377958750000001,1,14910.0
16940.0,4235.0,4,2,64,24.7,18,554300.0,321000.0,233300.0,637,self_employed,family,diploma,single,citizen,yes,0.3674402380952381,1,1000.0
8580.0,2145.0,4,2,35,22.3,16,73400.0,28400.0,45000.0,796,employed,family,high_school,single,citizen,no,0.29710416666666667,1,4160.0
700.0,175.0,4,1,45,0.5,1,142700.0,25900.0,116800.0,620,unemployed,rented,bachelor,married,citizen,no,0.6899086904761904,1,8680.0
5620.0,1124.0,5,0,42,8.8,19,187900.0,105600.0,82300.0,661,employed,rented,diploma,married,citizen,no,0.332245,1,7690.0
22640.0,5660.0,4,2,36,18.8,13,924600.0,281000.0,643600.0,666,employed,rented,diploma,single,resident,no,-0.1210933333333333,0,0.0
1450.0,483.33,3,0,49,0.6,24,45700.0,100.0,45600.0,655,student,family,postgraduate,married,resident,no,0.529665375,1,6070.0
8170.0,4085.0,2,1,46,8.4,18,183400.0,500.0,182900.0,658,retired,rented,high_school,widowed,citizen,no,0.10681833333333333,0,0.0
2260.0,753.33,3,2,58,1.9,3,147100.0,12200.0,134900.0,691,unemployed,rented,bachelor,divorced,resident,no,0.6347020416666667,1,5820.0
11670.0,3890.0,3,2,22,3.1,8,494300.0,51100.0,443200.0,633,employed,rented,diploma,married,citizen,yes,0.2711359523809524,0,0.0
6030.0,1206.0,5,3,30,20.5,24,195400.0,146000.0,49400.0,647,employed,owned,diploma,single,citizen,no,0.4362492857142858,1,7640.0
26360.0,8786.67,3,1,47,28.4,17,701700.0,353200.0,348500.0,627,employed,family,diploma,single,citizen,yes,0.26200119047619047,0,0.0
1210.0,242.0,5,2,46,0.9,19,176300.0,12300.0,164000.0,734,student,government_housing,none,married,citizen,no,0.5820416666666667,1,10270.0
670.0,223.33,3,2,61,0.3,1,63200.0,47200.0,16000.0,614,unemployed,family,diploma,married,citizen,no,0.7565134702380952,1,6800.0
3840.0,548.57,7,6,51,23.5,14,188800.0,11600.0,177200.0,603,self_employed,rented,bachelor,married,citizen,no,0.6281230178571429,1,13020.0
3230.0,1076.67,3,2,21,0.5,10,45600.0,3400.0,42200.0,600,student,owned,bachelor,widowed,resident,no,0.5593427202380953,1,5220.0
10420.0,5210.0,2,0,43,20.1,16,192200.0,103600.0,88600.0,545,employed,owned,high_school,widowed,resident,no,0.06649000000000001,0,0.0
5130.0,1026.0,5,1,59,28.1,10,362800.0,274700.0,88100.0,606,self_employed,family,high_school,married,citizen,no,0.4372161904761905,1,8090.0
14180.0,4726.67,3,2,60,17.4,18,91500.0,37000.0,54500.0,714,employed,family,diploma,married,citizen,no,0.08509166666666666,0,0.0
13870.0,3467.5,4,2,57,8.1,10,426100.0,334200.0,91900.0,553,employed,owned,high_school,single,resident,no,0.18733648809523812,0,0.0
660.0,132.0,5,2,42,0.9,23,120800.0,74000.0,46800.0,637,student,rented,diploma,widowed,resident,no,0.6428652380952382,1,10630.0
3410.0,852.5,4,2,25,29.6,9,124800.0,98100.0,26700.0,548,retired,family,bachelor,married,resident,no,0.6072011309523809,1,7210.0
7260.0,2420.0,3,2,30,0.2,12,365600.0,25400.0,340200.0,680,employed,rented,postgraduate,single,citizen,no,0.16284666666666664,0,0.0
15350.0,15350.0,1,0,59,6.1,11,347000.0,229100.0,117900.0,660,employed,government_housing,bachelor,married,citizen,no,-0.0037649999999999975,0,0.0
7000.0,3500.0,2,1,36,27.3,14,386600.0,46900.0,339700.0,690,self_employed,owned,high_school,divorced,citizen,no,0.045688333333333345,0,0.0
11500.0,5750.0,2,0,55,4.3,8,447200.0,313100.0,134100.0,634,employed,rented,high_school,married,resident,no,-0.00029214285714285887,0,0.0
8250.0,4125.0,2,1,22,3.0,19,232900.0,106900.0,126000.0,563,self_employed,rented,high_school,widowed,resident,no,0.11394761904761905,0,0.0
17740.0,2217.5,8,6,43,22.2,14,739300.0,66200.0,673100.0,707,self_employed,government_housing,postgraduate,single,resident,no,0.23994625000000003,1,7490.0
16440.0,4110.0,4,2,63,4.6,9,759700.0,356300.0,403400.0,632,employed,government_housing,postgraduate,married,resident,no,-0.026737619047619038,0,0.0
17900.0,5966.67,3,2,32,2.1,12,782900.0,610300.0,172600.0,699,employed,rented,postgraduate,married,citizen,no,0.04375666666666666,0,0.0
12110.0,3027.5,4,1,22,24.2,17,247400.0,19400.0,228000.0,530,employed,rented,diploma,divorced,resident,no,0.16901101190476192,0,0.0
180.0,90.0,2,1,33,0.7,14,126700.0,2300.0,124400.0,538,student,family,bachelor,married,citizen,no,0.6436683333333334,1,4880.0
7720.0,1930.0,4,0,23,23.8,15,160000.0,72500.0,87500.0,657,employed,owned,high_school,married,citizen,no,0.23975,0,0.0
8100.0,1350.0,6,0,48,9.2,12,303900.0,125800.0,178100.0,652,self_employed,family,high_school,single,resident,no,0.31079,0,0.0
8890.0,2222.5,4,0,29,23.2,8,262700.0,141500.0,121200.0,547,employed,government_housing,high_school,married,resident,no,0.2539058928571428,0,0.0
250.0,62.5,4,3,32,1.2,6,30100.0,14300.0,15800.0,607,unemployed,rented,bachelor,divorced,resident,no,0.8120101785714285,1,9090.0
13120.0,4373.33,3,0,47,19.7,19,268300.0,63700.0,204600.0,716,employed,rented,bachelor,widowed,citizen,no,-0.034109999999999994,0,0.0
4180.0,1045.0,4,1,35,13.5,18,225600.0,20800.0,204800.0,672,employed,government_housing,diploma,single,citizen,yes,0.6315908333333333,1,6860.0
1200.0,300.0,4,1,50,0.5,6,146600.0,108900.0,37700.0,560,unemployed,government_housing,bachelor,married,resident,no,0.7378169047619048,1,8510.0
70.0,10.0,7,2,62,1.2,3,179500.0,1500.0,178000.0,629,unemployed,rented,high_school,divorced,citizen,no,0.7152416666666667,1,15000.0
25500.0,5100.0,5,0,62,2.9,24,466400.0,266700.0,199700.0,764,employed,rented,none,single,citizen,no,-0.032394999999999986,0,0.0
7300.0,1460.0,5,3,53,25.5,14,306800.0,42100.0,264700.0,671,employed,rented,bachelor,married,citizen,no,0.33060500000000004,1,6850.0
2710.0,903.33,3,2,64,1.2,12,116900.0,13500.0,103400.0,599,student,family,bachelor,single,citizen,no,0.5579948988095238,1,5480.0
4980.0,1660.0,3,1,54,19.3,23,147500.0,43300.0,104200.0,571,employed,family,bachelor,widowed,resident,no,0.34275619047619044,0,0.0
11830.0,1971.67,6,4,24,11.6,14,358800.0,92800.0,266000.0,620,employed,owned,high_school,divorced,resident,no,0.32306331547619044,1,6570.0
28030.0,7007.5,4,2,64,27.0,18,403900.0,268000.0,135900.0,642,employed,rented,diploma,divorced,resident,no,0.061173095238095235,0,0.0
7210.0,1802.5,4,0,46,5.7,19,231100.0,53000.0,178100.0,662,employed,government_housing,none,single,citizen,no,0.22238374999999996,1,4730.0
1490.0,496.67,3,2,21,1.6,0,177100.0,82400.0,94700.0,841,unemployed,rented,bachelor,single,resident,no,0.6776462916666667,1,6270.0
640.0,91.43,7,2,48,0.7,2,170700.0,28100.0,142600.0,588,unemployed,rented,diploma,married,resident,no,0.7418993630952382,1,14790.0
8270.0,2067.5,4,3,32,19.0,22,318300.0,51900.0,266400.0,515,self_employed,rented,bachelor,married,citizen,no,0.37630910714285715,1,4430.0
8310.0,2077.5,4,0,45,26.3,19,381200.0,220300.0,160900.0,734,self_employed,rented,bachelor,married,citizen,no,0.23496625,0,0.0
5840.0,1946.67,3,1,50,9.5,22,225200.0,94900.0,130300.0,591,employed,family,diploma,single,resident,no,0.289942244047619,0,0.0
830.0,207.5,4,3,22,1.3,3,12700.0,3000.0,9700.0,645,unemployed,owned,postgraduate,single,resident,no,0.7761183928571429,1,8750.0
6950.0,2316.67,3,1,40,25.2,15,81100.0,10700.0,70400.0,705,employed,government_housing,high_school,single,resident,no,0.23556795833333333,0,0.0
25470.0,25470.0,1,0,23,23.2,19,653700.0,59200.0,594500.0,639,employed,owned,high_school,single,resident,no,-0.16428928571428572,0,0.0
1680.0,336.0,5,4,26,1.4,1,168100.0,127100.0,41000.0,709,unemployed,owned,diploma,single,citizen,no,0.7811833333333333,1,10330.0
17920.0,5973.33,3,1,30,11.7,11,367400.0,27700.0,339700.0,782,employed,rented,high_school,married,resident,no,-0.048061666666666655,0,0.0
18130.0,18130.0,1,0,56,28.8,13,457400.0,244100.0,213300.0,679,employed,rented,diploma,single,resident,no,-0.03715499999999999,0,0.0
16390.0,3278.0,5,3,39,6.8,17,290400.0,218500.0,71900.0,674,employed,rented,high_school,married,citizen,no,0.19356000000000004,0,0.0
1340.0,446.67,3,2,23,1.5,5,87800.0,10700.0,77100.0,779,unemployed,owned,high_school,single,citizen,no,0.6894312916666666,1,6360.0
8120.0,4060.0,2,0,54,13.2,10,302400.0,200400.0,102000.0,599,employed,rented,postgraduate,married,resident,no,0.030942857142857147,0,0.0
2040.0,291.43,7,6,45,0.8,4,92800.0,13600.0,79200.0,515,unemployed,family,diploma,married,citizen,no,0.9166369821428573,1,14350.0
560.0,112.0,5,1,27,0.7,0,61900.0,15400.0,46500.0,650,unemployed,owned,postgraduate,widowed,citizen,no,0.7044583333333333,1,10780.0
1410.0,470.0,3,0,46,0.7,6,169700.0,97600.0,72100.0,678,unemployed,rented,high_school,single,resident,no,0.6218899999999999,1,6230.0
5470.0,1367.5,4,0,32,28.7,16,207800.0,80800.0,127000.0,407,employed,rented,none,single,citizen,no,0.4280633928571429,0,0.0
90.0,45.0,2,0,49,1.1,0,6700.0,4900.0,1800.0,755,unemployed,family,bachelor,divorced,resident,no,0.6943075,1,5000.0
7490.0,1872.5,4,3,63,9.1,22,290700.0,187500.0,103200.0,547,employed,rented,diploma,divorced,citizen,no,0.3995808928571429,1,4850.0
6650.0,2216.67,3,1,35,10.7,10,287600.0,18400.0,269200.0,634,retired,rented,diploma,married,citizen,no,0.28638081547619043,1,3100.0
140.0,28.0,5,3,54,1.8,6,10100.0,2800.0,7300.0,707,unemployed,rented,none,divorced,resident,no,0.7942950000000001,1,11120.0
10130.0,5065.0,2,0,22,24.2,12,447100.0,323100.0,124000.0,614,employed,rented,bachelor,married,resident,yes,0.31467142857142855,0,0.0
2460.0,820.0,3,0,39,1.6,4,199800.0,59000.0,140800.0,547,unemployed,family,high_school,married,resident,no,0.6173271428571429,1,5700.0
8330.0,1666.0,5,0,61,26.5,14,339500.0,54400.0,285100.0,647,self_employed,rented,bachelor,married,citizen,yes,0.5395042857142857,1,6640.0
9360.0,4680.0,2,1,24,1.2,19,245100.0,192300.0,52800.0,831,employed,government_housing,high_school,single,resident,no,0.052353333333333335,0,0.0
13690.0,2281.67,6,0,62,2.7,19,503500.0,271800.0,231700.0,512,employed,government_housing,diploma,single,resident,no,0.2285742678571429,0,0.0
72310.0,24103.33,3,0,25,9.5,8,2816600.0,1967500.0,849100.0,515,self_employed,rented,postgraduate,married,resident,no,-0.14504214285714284,0,0.0
1010.0,505.0,2,1,42,1.4,0,52100.0,6200.0,45900.0,552,unemployed,rented,none,married,citizen,no,0.7164558333333334,1,4570.0
6020.0,1003.33,6,2,29,11.7,17,226800.0,94900.0,131900.0,565,retired,owned,bachelor,single,citizen,no,0.5436984702380953,1,9810.0
13460.0,2692.0,5,1,21,1.0,12,287400.0,33800.0,253600.0,623,employed,family,high_school,single,citizen,no,0.14465190476190476,0,0.0
2460.0,615.0,4,2,36,0.1,6,85800.0,26700.0,59100.0,815,unemployed,rented,diploma,single,resident,no,0.6767941666666667,1,7790.0
700.0,87.5,8,4,47,1.3,5,84000.0,300.0,83700.0,677,unemployed,rented,high_school,single,citizen,yes,1.0941945833333333,1,15000.0
710.0,236.67,3,0,53,0.1,4,200800.0,143800.0,57000.0,576,unemployed,family,high_school,single,resident,no,0.6957103392857142,1,6690.0
5690.0,1138.0,5,3,35,1.7,21,267300.0,151500.0,115800.0,654,self_employed,family,postgraduate,married,resident,no,0.456445,0,0.0
4930.0,547.78,9,8,43,1.3,10,144200.0,72800.0,71400.0,659,employed,family,none,single,citizen,no,0.6008847500000001,1,15000.0
2180.0,1090.0,2,0,29,1.6,6,191300.0,127800.0,63500.0,807,unemployed,rented,postgraduate,divorced,resident,no,0.5551499999999999,1,3740.0
10280.0,3426.67,3,2,53,9.5,20,257600.0,202500.0,55100.0,636,employed,government_housing,high_school,married,citizen,no,0.15738129166666667,0,0.0
7690.0,1281.67,6,3,28,0.7,9,324600.0,122800.0,201800.0,544,employed,owned,bachelor,married,citizen,no,0.4332535535714286,1,8800.0
5720.0,953.33,6,3,59,29.7,22,240400.0,28200.0,212200.0,690,self_employed,family,bachelor,married,citizen,no,0.443480375,1,9810.0
9960.0,9960.0,1,0,29,24.1,12,255300.0,104700.0,150600.0,540,employed,family,bachelor,single,resident,no,0.04764714285714287,0,0.0
10350.0,1725.0,6,2,50,5.6,19,459100.0,238900.0,220200.0,629,employed,family,diploma,divorced,resident,no,0.2950341666666666,1,7270.0
7950.0,1325.0,6,3,35,1.1,13,361600.0,267500.0,94100.0,672,employed,owned,diploma,married,citizen,no,0.40550249999999993,1,8630.0
370.0,74.0,5,4,65,1.8,2,98400.0,78600.0,19800.0,675,unemployed,rented,high_school,widowed,resident,no,0.8180783333333334,1,11040.0
1200.0,300.0,4,0,33,0.4,9,225200.0,159900.0,65300.0,693,student,rented,bachelor,married,resident,no,0.5433950000000001,1,8220.0
7960.0,884.44,9,8,63,19.5,13,476100.0,44600.0,431500.0,685,employed,rented,diploma,married,resident,no,0.43697550000000007,1,14680.0
4820.0,602.5,8,1,58,3.1,16,193500.0,68300.0,125200.0,713,employed,family,postgraduate,single,resident,no,0.4092320833333333,1,14200.0
1190.0,595.0,2,1,42,1.8,4,185600.0,30200.0,155400.0,463,unemployed,family,bachelor,married,resident,no,0.7188629761904761,1,4480.0
12500.0,3125.0,4,2,43,1.3,23,568500.0,221200.0,347300.0,613,employed,rented,bachelor,widowed,citizen,no,0.10219202380952383,0,0.0
2360.0,786.67,3,1,36,0.4,24,259300.0,131300.0,128000.0,733,student,family,bachelor,married,resident,no,0.5000329583333334,1,5570.0
3180.0,636.0,5,3,40,15.9,9,248600.0,166200.0,82400.0,508,self_employed,rented,high_school,single,resident,no,0.6057528571428572,1,9320.0
4290.0,858.0,5,4,41,22.0,20,190000.0,31700.0,158300.0,646,employed,family,bachelor,single,citizen,no,0.4711890476190476,1,8560.0
12440.0,2488.0,5,4,27,0.7,17,454000.0,203900.0,250100.0,525,self_employed,owned,bachelor,single,resident,no,0.3623269047619048,1,4320.0
5850.0,1950.0,3,1,35,25.3,24,257100.0,37900.0,219200.0,666,employed,owned,bachelor,married,citizen,no,0.22473833333333332,0,0.0
1770.0,295.0,6,2,60,2.0,2,93100.0,71900.0,21200.0,666,unemployed,government_housing,high_school,single,resident,no,0.7260591666666667,1,12200.0
16880.0,2813.33,6,3,65,18.2,11,753700.0,305300.0,448400.0,649,employed,rented,postgraduate,single,citizen,no,0.11463180357142858,0,0.0
5210.0,521.0,10,2,23,7.7,12,311200.0,19700.0,291500.0,591,retired,family,high_school,widowed,citizen,no,0.5272434523809523,1,15000.0
1260.0,210.0,6,5,53,0.5,3,190700.0,151000.0,39700.0,545,unemployed,owned,diploma,single,resident,no,0.8891466666666668,1,12700.0
8960.0,1792.0,5,0,31,10.1,21,140000.0,104500.0,35500.0,727,retired,family,bachelor,married,citizen,no,0.373475,1,6080.0
8980.0,1796.0,5,3,50,27.4,12,306800.0,241100.0,65700.0,589,retired,family,high_school,widowed,resident,no,0.49731214285714287,1,6260.0
24400.0,8133.33,3,0,48,20.7,12,381300.0,70700.0,310600.0,636,employed,owned,high_school,divorced,resident,no,-0.06320999999999999,0,0.0
2460.0,492.0,5,2,60,23.9,8,66400.0,6700.0,59700.0,656,self_employed,family,none,single,citizen,no,0.5154216666666667,1,9540.0
2780.0,926.67,3,0,52,3.9,21,166600.0,29100.0,137500.0,537,retired,rented,bachelor,married,citizen,no,0.49969605357142866,1,5360.0
6240.0,3120.0,2,0,58,29.2,19,272100.0,39100.0,233000.0,639,employed,rented,bachelor,married,resident,no,0.061235714285714296,0,0.0
10800.0,5400.0,2,1,57,24.2,15,462800.0,165700.0,297100.0,694,employed,rented,high_school,married,citizen,no,-0.03315166666666665,0,0.0
14110.0,2822.0,5,3,50,24.9,14,426800.0,18900.0,407900.0,661,employed,owned,bachelor,widowed,resident,no,0.12726000000000004,0,0.0
7450.0,1241.67,6,0,39,3.3,9,135600.0,56200.0,79400.0,601,employed,rented,high_school,married,resident,no,0.348022125,1,8800.0
6640.0,3320.0,2,0,36,2.9,19,140300.0,6800.0,133500.0,568,retired,rented,diploma,widowed,resident,no,0.21413214285714288,0,0.0
4170.0,1390.0,3,0,36,8.6,24,226900.0,167300.0,59600.0,601,employed,rented,diploma,single,citizen,no,0.338265,1,4420.0
1140.0,570.0,2,0,37,0.7,3,191400.0,131800.0,59600.0,550,unemployed,family,high_school,single,resident,no,0.6721578571428571,1,4440.0
2530.0,316.25,8,3,33,1.6,8,196900.0,20600.0,176300.0,722,student,government_housing,high_school,married,resident,no,0.602716875,1,15000.0
15020.0,1877.5,8,1,34,15.9,11,480100.0,223900.0,256200.0,677,employed,family,postgraduate,single,resident,no,0.21994458333333333,1,8820.0
1950.0,487.5,4,1,46,0.6,2,256400.0,101600.0,154800.0,764,unemployed,government_housing,postgraduate,divorced,resident,no,0.6243095833333333,1,7960.0
13780.0,4593.33,3,1,33,23.5,22,99200.0,57200.0,42000.0,663,employed,rented,diploma,married,resident,yes,0.35613333333333336,1,1000.0
9610.0,3203.33,3,0,36,27.3,16,300700.0,197600.0,103100.0,672,employed,rented,bachelor,married,citizen,no,0.091040375,0,0.0
24900.0,8300.0,3,2,52,11.7,11,927100.0,141400.0,785700.0,644,employed,government_housing,diploma,widowed,resident,no,-0.1673997619047619,0,0.0
7900.0,1975.0,4,2,35,16.0,16,373100.0,101700.0,271400.0,832,employed,rented,diploma,married,citizen,no,0.23698916666666667,0,0.0
25090.0,4181.67,6,0,25,2.1,13,166200.0,7200.0,159000.0,622,employed,owned,high_school,single,citizen,no,-0.002149999999999999,0,0.0
12420.0,2070.0,6,2,21,16.0,11,345200.0,128000.0,217200.0,661,employed,rented,bachelor,divorced,resident,no,0.24527166666666667,1,6160.0
11640.0,2328.0,5,3,55,25.3,9,254500.0,44600.0,209900.0,731,employed,rented,bachelor,married,citizen,no,0.252135,0,0.0
9750.0,2437.5,4,1,63,2.3,23,455500.0,100600.0,354900.0,708,employed,owned,bachelor,married,citizen,no,0.12239958333333334,0,0.0
1750.0,437.5,4,2,51,1.1,0,73200.0,30900.0,42300.0,722,unemployed,owned,high_school,divorced,resident,no,0.7026429166666668,1,8180.0
10990.0,10990.0,1,0,23,20.2,13,484000.0,36700.0,447300.0,530,employed,government_housing,high_school,married,citizen,no,-0.050483571428571405,0,0.0
530.0,176.67,3,2,46,1.9,7,41200.0,11200.0,30000.0,550,unemployed,rented,high_school,married,resident,no,0.7934341488095238,1,6930.0
1430.0,1430.0,1,0,33,0.2,10,120100.0,74800.0,45300.0,536,student,rented,bachelor,married,resident,yes,0.7884128571428572,1,2470.0
1490.0,496.67,3,1,35,1.1,4,63100.0,33300.0,29800.0,557,unemployed,family,diploma,widowed,resident,no,0.7201708154761904,1,6340.0
4320.0,2160.0,2,0,62,29.1,20,131100.0,90000.0,41100.0,622,self_employed,rented,bachelor,married,citizen,no,0.28361500000000006,1,2270.0
